,Date,User,Tweet
2576,2022-11-15 09:55:36+00:00,VIPS_Finstock,"The RBI is discussing whether a new framework for retail CBDC (CBDC-R) should be developed or if it should be interoperable with the current digital payments system. The retail digital rupee pilot is set to launch soon.
#CBDC #crypto #India 

5/"
2577,2022-11-15 09:55:35+00:00,VIPS_Finstock,"The RBI has chosen at least five lenders to work on the Digital Rupee - Retail segment pilot, including India's largest public sector lender, State Bank of India, ICICI Bank, IDFC First Bank, and HDFC Bank.
#CBDC #crypto #India 

4/"
2578,2022-11-15 09:55:34+00:00,VIPS_Finstock,"Some customer and merchant accounts will be chosen soon to participate in the retail digital rupee pilot. According to sources, more banks may be added to the retail pilot project.
#CBDC #crypto #India 

3/"
2579,2022-11-15 08:00:32+00:00,richardturrin,"e-Rupee is coming: How #CBDC or #digitalrupee will set you free

Yes!  Direct P2P payment without and intermediary will set you free. #UPI is great cbdc better!

#fintech #finserv 

@psb_dc @BetaMoroney
@efipm @BrettKing
@spirosmargaris
@enricomolinari https://t.co/BOkB7P9Qrg"
2580,2022-11-15 07:18:26+00:00,viveky259259,Do you think #DigitalRupee is reducing scope of @Visa and @Mastercard in India?
2581,2022-11-15 04:55:14+00:00,SavyaHebbar,"With digital currency, the government picked the best of what cryptocurrency  offered and stifled the growth of its worst. It shows the nuanced approach the govt. is taking to lead its economy into a new age. This deserves more credit than it gets.  #digitalrupee #FTXScandal"
2582,2022-11-15 04:47:30+00:00,aryap,"SBI, ICICI, IDFC, HDFC in RBI's list for digital currency pilot - The Economic Times https://t.co/hlj1RGvcFB #Cryptocurrency #DigitalRupee"
2583,2022-11-15 03:45:00+00:00,orfonline,"Sauradeep Bag explains that the introduction of the #digitalrupee would have repercussions for the structure of payment &amp; financial markets &amp;, subsequently, for individuals &amp; businesses. https://t.co/k6B3L8TIXT"
2584,2022-11-14 23:00:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2585,2022-11-14 17:43:45+00:00,aniketnk,"What Is Digital Rupee? How Is It Different From Cryptocurrency? 
#digitalrupee 
#India #rupee 

https://t.co/fvhORves2U"
2586,2022-11-14 16:40:00+00:00,orfonline,"A Central Bank #DigitalCurrency leverages the latest technological innovations to potentially safeguard liquidity and transaction risk, explains Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2587,2022-11-14 15:45:00+00:00,blockchainfirm,"India emerging as a #Blockchain and Crypto Hub?

Initiatives like Digital India, e-governance for #economic resilience, and #digitalrupee is making India a global leader in the #web3 space. We can soon expect friendly policies regarding the #decentralized technologies."
2588,2022-11-14 12:10:38+00:00,kum_ranji,"9. We congratulate the Reserve Bank of India @RBI for the launch of #DigitalRupee, making #RBI one of the first central banks in the world to introduce a #DigitalCurrency. 🎯
Feeling proud to see #India setting up new global benchmarks in #Blockchain &amp; #Web3 domain.✌️🇮🇳"
2589,2022-11-14 12:10:37+00:00,kum_ranji,"8. #DigitalRupee is expected to be a legal tender &amp; it will be legally accepted throughout the country since #RBI will be backing it. Unlike #CBDC, the value of #cryptocurrency relies on public perception so it can fluctuate drastically."
2590,2022-11-14 12:10:35+00:00,kum_ranji,"7. How #CBDC or #DigitalRupee differs from #crypto?🤔

👉#CBDCs aim to make payment systems affordable, accessible, safe, secure, &amp; convenient.
👉#Cryptocurrency lacks the status of legal tender &amp; although it has gained popularity in #India, its use is still very much restricted."
2591,2022-11-14 12:10:34+00:00,kum_ranji,"6. The second version of #DigitalRupee - Retail #CBDC, to leverage #technology for safer &amp; faster financial transactions - will be launched soon in select locations in the pilot phase. It can be used by all, including the #private sector, non-financial consumers, and #businesses."
2592,2022-11-14 12:10:34+00:00,kum_ranji,"5. Only 9 banks, including @TheOfficialSBI, @HDFC_Bank, @ICICIBank, @KotakBankLtd, and @HSBC_IN have been identified in the participation of the pilot project of Wholesale #CBDC.

#DigitalRupee #India #Bank #RBI #SBI #HDFC #ICICI #KotakMahindraBank #HSBC"
2593,2022-11-14 12:10:33+00:00,kum_ranji,"4. @RBI said that settlement in interbank money via Wholesale #digitalrupee would reduce the transactional cost by pre-empting the need for a settlement guarantee, #infrastructure, or collateral to mitigate settlement #risk."
2594,2022-11-14 12:10:31+00:00,kum_ranji,"1. Let's discuss the 1st version of the #DigitalRupee that will run on #BlockchainTechnology.
It uniquely differs from any #cryptocurrency like #BTC or #ETH, as it will be backed by the #Indian central bank @RBI
Before stacking it up, check out these details that you should know:"
2595,2022-11-14 10:25:08+00:00,richardturrin,"The #DigitalRupee: The Next Step In #India’s #DigitalTransformation

Great read!

#fintech #finserv
@psb_dc @BetaMoroney
@efipm @BrettKing
@spirosmargaris
@mikeflache
@Khulood_Almani
@enricomolinari https://t.co/Akz6lzzCnO"
2596,2022-11-14 10:05:00+00:00,orfonline,"Sauradeep Bag explains that the introduction of the #digitalrupee would have repercussions for the structure of payment &amp; financial markets &amp;, subsequently, for individuals &amp; businesses. https://t.co/k6B3L8TIXT"
2597,2022-11-14 07:02:00+00:00,SofaSummits,"The introduction of the #digitalrupee would have repercussions for the structure of payment and #financialmarkets and, subsequently, for individuals and businesses.
https://t.co/KqFkzI4CE6 
#digitaltransformation"
2598,2022-11-14 06:10:46+00:00,indstartupnews,"""Remittances, unbanked economy, and reducing subsidy leakage, to name a few,"" Kamath tweeted. 

""When anything new comes into the market, the old need to adapt, and the new need to regulate the change,"" he added.

#digitalrupee #Crypto #economy #Digital https://t.co/Gc9x96hXFg"
2599,2022-11-14 05:31:00+00:00,orfhindi,राष्ट्रीय सुरक्षा और क़ानून लागू करने के समर्थकों की बात को सही ठहराने के सीमित प्रमाण मौजूद हैं जो ये दावा करते हैं कि अगर डाटा घरेलू स्तर पर है तो सुरक्षित हैं.  आइए और भी जानें KARTHIK NACHIAPPAN से: https://t.co/bQZPlXZAdf #Politics #Data #DigitalRupee
2600,2022-11-14 04:40:00+00:00,orfonline,"A Central Bank #DigitalCurrency leverages the latest technological innovations to potentially safeguard liquidity and transaction risk, explains Sauradeep Bag. #DigitalRupee https://t.co/k6B3L9bkmt"
2601,2022-11-14 01:09:00+00:00,orfhindi,"दुनिया के तमाम देश CBDCs की संरचना और क्रियान्वयन से जुड़ी रणनीतियों पर सिर खपा रहे हैं, ऐसे में भारत इस क्षेत्र में वैश्विक मानदंड स्थापित करने में निर्णायक भूमिका निभा सकता है. जाने SAURADEEP BAG से: https://t.co/9AkAJmtysW #DigitalRupee #India"
2602,2022-11-13 23:17:22+00:00,Scimitar_II,"And the nightmare called #CBDC is the logical, inevitable progression of the illegal, unconstitutional, treasonous #Demonetisation scam 

#WarOnCash #Cashless #DigitalRupee #DigitalTransformation https://t.co/liha7KEkUu"
2603,2022-11-13 23:08:00+00:00,orfhindi,राष्ट्रीय सुरक्षा और क़ानून लागू करने के समर्थकों की बात को सही ठहराने के सीमित प्रमाण मौजूद हैं जो ये दावा करते हैं कि अगर डाटा घरेलू स्तर पर है तो सुरक्षित हैं.  आइए और भी जानें KARTHIK NACHIAPPAN से: https://t.co/bQZPlYhb4N #Politics #Data #DigitalRupee
2604,2022-11-13 16:30:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L9bkmt"
2605,2022-11-13 11:28:02+00:00,Muktpeeth,"डिजिटल रुपयामुळे नेमका कोणता फायदा.....
https://t.co/5MDHSbPmqp

#मुक्तपीठ #MuktPeeth #DigitalRupee #ReserveBankofIndia #RBI #DigitalTransactions #digitalmoney @RBI"
2606,2022-11-13 08:16:44+00:00,hency_shah,"Digital Rupee is the future of money

Digital Rupee or CBDC is a new digital form of money issued by central banks.

https://t.co/KCNPAXmbko

#DigitalRupee #CBDC #blockchain #currency #payments #business #banks #India #security #digital #opportunity #project #future #money #legal https://t.co/VGrmKMiPak"
2607,2022-11-13 07:24:56+00:00,Lokesh_CBI,"#5Daysworking  in 
RBI and LIC,
Four Days working in Belgium,Poland ,New Zealand and many other countries.
#Digital India,
#Digital Banking,
NetBanking,M Banking,UPI, #DigitalRupee

Why not #5DaysBanking?
#5DaysBankingWeDemand 
@PMOIndia
@Finminindia1
@mkstalin @ndtv"
2608,2022-11-13 07:24:10+00:00,Lokesh_CBI,"#5Daysworking  in 
RBI and LIC,
Four Days working in Belgium,Poland ,New Zealand and many other countries.
#Digital India,
#Digital Banking,
NetBanking,M Banking,UPI, #DigitalRupee

Why not #5DaysBanking?
#5DaysBankingWeDemand 
@PMOIndia
@FinMinIndia
@mkstalin"
2609,2022-11-13 04:20:00+00:00,orfonline,"A Central Bank #DigitalCurrency leverages the latest technological innovations to potentially safeguard liquidity and transaction risk, explains Sauradeep Bag. #DigitalRupee https://t.co/k6B3L9bkmt"
2610,2022-11-13 03:37:24+00:00,cmajayeshmore,#Digital #Rupee  will surely boost our Indian market.. To a new level…✌🏻✌🏻
2611,2022-11-12 21:45:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L9bkmt"
2612,2022-11-12 17:16:11+00:00,hareeshtweets,"RBI's Digital Rupee pilot and it's possible implications on the crypto currency ecosystem

#DigitalRupee

https://t.co/3s9rkpV5Zi"
2613,2022-11-12 16:30:00+00:00,ORFMumbai,"A Central Bank #DigitalCurrency leverages the latest technological innovations to potentially safeguard liquidity and transaction risk, explains Sauradeep Bag. #DigitalRupee https://t.co/WigKz3tHs9"
2614,2022-11-12 16:05:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2615,2022-11-12 15:39:39+00:00,AUCBO_Tamilnadu,"#5Daysworking  in 
RBI and LIC,
Four Days working in Belgium,Poland ,New Zealand and many other countries.
#Digital India,
#Digital Banking,
NetBanking,M Banking,UPI, #DigitalRupee

Why not #5DaysBanking?
#5DaysBankingWeDemand 
@PMOIndia
@FinMinIndia
@mkstalin 
@AIBOACOD https://t.co/QPOHz8qX4Q"
2616,2022-11-12 15:30:57+00:00,AUCBO_Tamilnadu,"#5Daysworking  in 
RBI and LIC,
Four Days working in Belgium,Poland ,New Zealand and many other countries.
#Digital India,
#Digital Banking,
NetBanking,M Banking,UPI, #DigitalRupee

Why not #5DaysBanking?
#5DaysBankingWeDemand 
@PMOIndia
@FinMinIndia
@mkstalin 
@AIBOACOD https://t.co/DUa1tn8WmG"
2617,2022-11-12 13:37:36+00:00,newstrack_eng,The Coin face of Bitcoin https://t.co/rPka1Gp3xB https://t.co/chGqpJ9iLB #bitcoininindia #digitalrupee #bitcoin #cryptocurrency
2618,2022-11-12 11:54:01+00:00,CNBC_Awaaz,"अगर सैलरी नए डिजिटल ई-रुपये में आए तो?

#digitalrupee #RBI #RBIgovernor 
https://t.co/w8Z097hBYT"
2619,2022-11-12 11:22:25+00:00,news_presso_,"RBI Governor said Digital Rupee will become less costly and is important for cross-border transactions.

Read more: https://t.co/pvI1qiAXK3

#INDIA #RESERVEBANK #INDIAN #RBI #DIGITAL #RUPEE #GOVERNOR #SUMMIT #CURRENCY #TRANSACTIONS #CHEAP #PAYMENTS #INFLATION #NEWS #TN #INDIA https://t.co/4zwbXMNNDK"
2620,2022-11-12 10:20:16+00:00,freevastav,Would #GPay and #PhonePe make themselves compatible with CBDC #digitalrupee  ?
2621,2022-11-12 09:44:22+00:00,ETNOWlive,"#BigFM | Will India have its own digital currency? Is it going to be the future of India? Learn all about the #digitalrupee with RJ Rani of Big FM, as she joins Ayesha Faridi for a special discussion. Listen in!

@AyeshaFaridi1 @rjrani927bigfm @bigfmindia #Cyptocurrency https://t.co/6niv9MzlVB"
2622,2022-11-12 08:53:22+00:00,MoneycontrolH,"#DigitalRupee - RBI की डिजिटल-रुपी पर Zerodha के को-फाउंडर निखिल कामत ने बताये फायदे, आलोचना करने वालों को दी ये सलाह 

@RBI @zerodhaonline @nikhilkamathcio 

#zerodha #nikhilkamath #erupee #CBDC #LatestNews #moneycontrol
https://t.co/V9ziKK480q"
2623,2022-11-12 08:11:00+00:00,orfhindi,"भारत का यूनीफाइड पेमेंट इंटरफेस डिजिटल पब्लिक इंफ्रास्ट्रक्चर का एक सशक्त उदाहरण है, जिसकी संरचना, वित्तपोषण और संचालन आधारित है. आइए जानें RAHUL MATTHAN &amp;  SHREYA RAMANN से: https://t.co/CuUw5Lg1VP #DigitalRupee #infrastructure #India"
2624,2022-11-12 07:24:22+00:00,PrateekHiremat1,"How does digital rupee help in ecosystem other than reducing corruption? Curious to know the use cases.

Comments please 😁

#DigitalRupee #RBI #India"
2625,2022-11-12 06:50:12+00:00,PreeteshBora,"Is CBDC good for economy as it may lead to more consumer spending ?
#CBDC #erupee #DigitalRupee #DigitalCurrency"
2626,2022-11-12 06:47:26+00:00,PreeteshBora,"Digital rupee will affect bank's ability to lend and may disrupt banking industry.
#CBDC #erupee #DigitalRupee #DigitalCurrency"
2627,2022-11-12 04:45:00+00:00,CNBCTV18News,"Is it cash? Is it crypto? It's CBDC! 

India's own digital currency, e₹, is here, almost.

@RBI launches a digital rupee pilot for wholesale transactions.

@_ritusingh explains what it means for you &amp; me.

#CNBCTV18Explains #RBI #digitalrupee #CBDC #crypto #cryptocurrency https://t.co/H6PDuekBDU"
2628,2022-11-12 03:41:00+00:00,orfhindi,"भारत का यूनीफाइड पेमेंट इंटरफेस डिजिटल पब्लिक इंफ्रास्ट्रक्चर का एक सशक्त उदाहरण है, जिसकी संरचना, वित्तपोषण और संचालन आधारित है. आइए जानें RAHUL MATTHAN &amp;  SHREYA RAMANN से: https://t.co/CuUw5LxDkp #DigitalRupee #infrastructure #India"
2629,2022-11-12 03:40:23+00:00,AmbHanoi,"Reserve Bank of India launched Digital Rupee, becoming one of the first central banks to introduce a digital currency.
Leveraging technology for safer and faster financial transactions.
@MEAIndia @IndianDiplomacy @GoI_MeitY #DigitalRupee https://t.co/3diOsmoN3n"
2630,2022-11-12 03:25:00+00:00,orfonline,"Sauradeep Bag explains that the introduction of the #digitalrupee would have repercussions for the structure of payment &amp; financial markets &amp;, subsequently, for individuals &amp; businesses. https://t.co/k6B3L9bkmt"
2631,2022-11-12 01:47:45+00:00,algo_121,"Exempting extra payments over circle rates will help in many ways:
1.Reason of cash transaction, tax saving, gets addressed
2. Black money will return to banking circulation
https://t.co/OTQGdHgPMv rates can be modified more realistically and earlier. 
@FinMinIndia 
#DigitalRupee"
2632,2022-11-12 01:30:42+00:00,Bhikshusureshw1,"A Short Explanation Of How CBDCs (Central Bank Digital Currencies) Will Be Used To Control Your Life
#Digital #DigitalRupee
#CBDC #DigitalMarketing
#DigitalIndia https://t.co/wUVNwLWW65"
2633,2022-11-12 00:37:23+00:00,Bhikshusureshw1,"Maajid Nawaz on the dangers of Digital IDs and CBDCs.

#DigitalRupee 
#DigitalIndia 
#DigitalCurrency 
#CBDC https://t.co/xOw278abFK"
2634,2022-11-11 22:30:00+00:00,orfonline,"A Central Bank #DigitalCurrency leverages the latest technological innovations to potentially safeguard liquidity and transaction risk, explains Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2635,2022-11-11 19:05:39+00:00,Angu0083,"@IOBIndia 

I tried to reach the IOB Credit Card hotline (18004257744) multiple times in the last three days, but the response was busy after the dial tone.

In the event of an emergency, how should we reach you?

#IOB 
#iobindia 
#DigitalRupee 
#creditcard"
2636,2022-11-11 16:46:36+00:00,findwhatnext,"📌 Know about Digital Rupee!

✅ What is Digital Rupee?
✅ Difference between Digital Rupee &amp; Cryptocurrencies

You can call☎️ or WhatsApp📱 @ 8088554392 to discuss about education &amp; career.

#DigitalRupee #digitalmoney #erupee #findwhatnext #career #education #careercounselling https://t.co/F46jOHRfCy"
2637,2022-11-11 16:40:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L9bkmt"
2638,2022-11-11 14:01:26+00:00,Khabarfast,"कैसा होगा डिजिटल रुपया का भविष्य, जानें क्या भारतीय अर्थव्यवस्था को होगा इससे फायदा?
https://t.co/6oqNt0yUBq
#business #Rupee #DigitalRupee #khabarfast #khabarfastnews https://t.co/drbK97mDLc"
2639,2022-11-11 13:22:31+00:00,wirelesspg,"Hello 👋 world 🌏 
#WakandaForever #leaked #BlackPanther #Lazada1111 #ifeanyiisalive #kannadarajyotsava2022 #ViralVideos #Repost #AtikuOkowa2023 #DigitalRupee https://t.co/z6glEqM1fO"
2640,2022-11-11 13:08:51+00:00,ippopayofficial,"What is the full form of CBDC?

#erupee #RBI #DigitalRupee #digitalpayments #poll"
2641,2022-11-11 12:42:55+00:00,Sphiticap,"The #digitalrupee rollout is a big step in India’s digital transformation. It  can prove to be an excellent opportunity since it can potentially improve ease of doing business, as well as enhance resilience and security of the overall financial infrastructure.
#StartwithSphiti https://t.co/EpnasvXSCM"
2642,2022-11-11 12:37:10+00:00,business_today,"Digital Rupee: A New Step For Digital India?

@aayush_a6 #digitalcurrency #India #digitalrupee #currency https://t.co/aFca0igmN7"
2643,2022-11-11 12:30:00+00:00,drsheikhBJP,"Vishwa Guru Bharat 🇮🇳 Under The Visionary Leadership of @narendramodi Ji.

With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 
Leveraging technology for safer and faster financial transactions. 
#DigitalIndia #DigitalRupee https://t.co/yACThSBOsr"
2644,2022-11-11 12:29:00+00:00,BJPMinMorcha,"Vishwa Guru Bharat 🇮🇳 Under The Visionary Leadership of @narendramodi Ji.

With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 
Leveraging technology for safer and faster financial transactions. 
#DigitalIndia #DigitalRupee https://t.co/1kbyLCvAYW"
2645,2022-11-11 10:45:15+00:00,AmpBiguous,Sensation Sundays #ChicagosPianoBar _ Host @UgotuvijamesI Appearances by @_SliqAngel &amp; #KayE  SA Hip-hop #BlackPanther #ZaneleSifuba #CristianoRonaldo #DigitalRupee #Newzroom405 #NewMusic #JISOO #ForaLula #Giveaway #Gintonic #BibleBuild #HeraPheri3 #win #AsuuStrikeUpdate https://t.co/6VKkryJh1h
2646,2022-11-11 10:40:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2647,2022-11-11 08:49:55+00:00,pdeepa,"Is the Digital rupee future of money? Will it successfully boost the Indian economy?

- RBI launched the first digital rupee for the wholesale sector.
- The first pilot project was launched on November 1

#fintech #DigitalRupee #digital #economy #cash #currency #banking @RBI https://t.co/ayaEWhs3Qf"
2648,2022-11-11 08:39:56+00:00,ZeeNewsEnglish,"#Explained | Is the #DigitalRupee future of money, and can it successfully boost the #IndianEconomy?

#erupee
https://t.co/ZVSnGWGWuM"
2649,2022-11-11 08:14:20+00:00,KedarSupekar8,"Digital Banking the new Era of Digital Payments
https://t.co/u7fOI0oz4i

#DigitalRupee #DigitalBanking #payments #OnlineBanking #Banking 
@WellsFargo @PBoC_Official1 @jpmorgan @HSBC https://t.co/iFJIybgJ84"
2650,2022-11-11 07:30:00+00:00,isminstitute_,"What is RBI's Digital Currency? Its potential &amp; challenges?

#RBI #DigitalRupee #digitalcurrency #economy #IndianEconomy #finance #bank #India #StockMarkets #isminstitute https://t.co/ij88uKaiKK"
2651,2022-11-11 06:58:27+00:00,machint2,"Is it crypto? Is it a token? It's the digital rupee! We have put together a guide to help you understand what this new digital currency is. Have a read: https://t.co/rNnIhtiDdB

#Machint #digitalrupee #erupee #cbdc #blogs"
2652,2022-11-11 06:57:29+00:00,eenbeenofficial,"भारत का SUPERWOER बनने की तरफ एक और कदम || CBDC || DIGITAL RUPEE #digitalrupee #cbdc #india 
https://t.co/sMNrn3sVsJ
#eenbeenofficial #eenbeen"
2653,2022-11-11 06:35:27+00:00,tradingbells_,"With the innovative new step, the nation has acquired yet another platform to take transactions to the next level.
#digitalrupee #rupee #currency #digitalcurrency #sbi #rbi #monetarypolicy #monetarysystem #tradingbells #marketrefresh #erupee #currency #moneymarket #centralbank https://t.co/k9mRo34UdK"
2654,2022-11-11 06:30:35+00:00,AeronflyJourney,"India: Space travel by 2025 a possibility? Find out how

Follow: @AeronflyJourney 
 https://t.co/4INO35Ub8d

#wonderwithaeronfly #INDvsENG #T20Iworldcup2022 #ChennaiRains #NationalEducationDay #Sensex #FridayVibes #weekendmood #ArchanaGautam #BEOMGYU #SocialMedia #DigitalRupee"
2655,2022-11-11 05:59:36+00:00,life_of_sarang,"When Everything is in the Cloud… Why are we on Land?...
#finance #DigitalCurrency #DigitalRupee
#CBDC #blockchains #DeFi #fintech

Read more on https://t.co/aQ4EUkDBZs"
2656,2022-11-11 04:05:17+00:00,ketan72,"Money transfers between India-Singapore will soon be possible through UPI. #DigitalRupee @UPI_NPCI

https://t.co/hC84iuAj0x"
2657,2022-11-11 03:33:57+00:00,_somesh,"With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 

Leveraging technology for safer and faster financial transactions. 
#DigitalIndia #DigitalRupee https://t.co/4CaK6AlnSu"
2658,2022-11-11 02:14:36+00:00,satya_pathak01,"भारतीय रुपयो पर भी Expiry Date डाली जा सकती हैं? 
यदि संभव हो तो काला धन स्वत: ही समाप्त हो जायेगा। 
विचार करे। #DigitalRupee #DigitalBanking #DigitalTransformation 
@PMOIndia @narendramodi https://t.co/13N5nGABwY"
2659,2022-11-10 23:32:51+00:00,indosthan,The #digitalrupee rollout is being touted as a big step towards #digitaltransformation in #India. It will majorly change the way of doing #business. | Tirtho Banerjee @IndiaToday https://t.co/9mMFWU7sqM #IndianEconomy
2660,2022-11-10 23:05:03+00:00,Fragrancevelly,"#DigitalRupee
#DigitalFinance
#China
https://t.co/SmE2bORbHg"
2661,2022-11-10 21:42:53+00:00,IndiainPanama,"Con el lanzamiento de la rupia digital, RBI se convierte en uno de los primeros bancos centrales en introducir una moneda digital! 

Aprovechar la tecnología para transacciones financieras más seguras y rápidas. 
#DigitalIndia #DigitalRupee
@MEAIndia @IndianDiplomacy https://t.co/GOZnHa3Fna"
2662,2022-11-10 21:29:33+00:00,barbad_londa,@CryptooAdy Hold #DigitalRupee  for 0 tax😂
2663,2022-11-10 20:41:46+00:00,globalyouthigf,.@centralbank_in is rolling out a digital #rupee. Indians will be able to use it in a month already. Will measures to improve connectivity be taken at the same time to expand the group of users who can use a digital currency? #globalyouthigf @wef #India https://t.co/9btx2pKUdS https://t.co/z2wxqsGocj
2664,2022-11-10 20:25:01+00:00,IndiaVenezuela,"Con el lanzamiento de la rupia digital, RBI se convierte en uno de los primeros bancos centrales en introducir una moneda digital! 

Aprovechar la tecnología para transacciones financieras más seguras y rápidas. 
#DigitalIndia #DigitalRupee
@MEAIndia @IndianDiplomacy https://t.co/MmMC6JQTnd"
2665,2022-11-10 19:07:17+00:00,blHuey,Partridge by Barry Huyett | https://t.co/CCpRV7rqMV https://t.co/6xUhQwnI3z #artistsontwitter #PhotoMode #BSCGEM #BSC #nsfwtwt #DigifinexAirdrop #DigitalRupee https://t.co/hK98533TNn
2666,2022-11-10 18:30:00+00:00,orfonline,"A Central Bank #DigitalCurrency leverages the latest technological innovations to potentially safeguard liquidity and transaction risk, explains Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2667,2022-11-10 16:30:44+00:00,sirikonda_kiran,MyGov India 🇮🇳 #digitalrupee #digitalindia #innovation #technology #people #economy #bharat @sirikonda_kiran 🇮🇳🤓✌️🙌 https://t.co/c7CGDIyy6D
2668,2022-11-10 14:41:28+00:00,IndiainMoz,"Com o lançamento da Rúpia Digital, o RBI se torna um dos primeiros bancos centrais a introduzir uma moeda digital!

 Aproveitando a tecnologia para transações financeiras mais seguras e rápidas.
 #DigitalIndia #DigitalRupee 

@MEAIndia @PMOIndia @DrSJaishankar @IndianDiplomacy https://t.co/IVyMQQUNJg"
2669,2022-11-10 14:36:47+00:00,Trade_flix,#digitalrupee #digitalpayment #digital #currency #rupee #digitalcurrency #digitalform #india #indiansinvestment #indiastockmarket #digitalart https://t.co/kdRNivf17b
2670,2022-11-10 13:12:25+00:00,rjs32826722,"Did you know?

With the launch of #DigitalRupee , #RBI becomes one of the first central banks in the world to introduce its own #DigitalCurrency 

Our former finance minister #PChidambaram may be feeling sad https://t.co/Pbs7TDEZ1x"
2671,2022-11-10 13:05:00+00:00,orfonline,"As countries around the world explore design and implementation strategies for Central Bank #DigitalCurrencies, #India can play a pivotal role in setting a global benchmark. From Sauradeep Bag. #DigitalRupee https://t.co/k6B3L8TIXT"
2672,2022-11-10 12:34:03+00:00,Mocking84266113,Reserve Bank of India 🇮🇳 #RBI has launched the pilot for a central bank-backed #DigitalRupee for the wholesale segment https://t.co/U0CGD71wXf
2673,2022-11-10 12:33:30+00:00,SalmanParcy_A,"#DidYouKnow ?

RBI e-rupee pilot takes off, Day 1 bond trade deals hit Rs. 275 Crore

.
.
.
#DigitalRupee #RBI #digitalasset #CBDC #DigitalCurrency"
2674,2022-11-10 12:17:31+00:00,yumrezacom,"retweetnews2019: RT @transformIndia: With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 

Leveraging technology for safer and faster financial transactions. #DigitalIndia #DigitalRupee https://t.co/zvpWZDpSCS"
2675,2022-11-10 12:10:43+00:00,yudizsolutions,"𝐖𝐞 𝐚𝐫𝐞 𝐢𝐧 𝐭𝐡𝐞 𝐧𝐞𝐰𝐬 𝐚𝐠𝐚𝐢𝐧!!
Checkout the link in our bio to know our experts' opinion on the digital rupee.! 🔗
https://t.co/XJSbPozWgG

#news #apn #mediacoverage #teamyudiz #digitalrupee #revolution https://t.co/YXhMnz8jem"
2676,2022-11-10 11:26:14+00:00,HarbirZira,"With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 

Leveraging technology for safer and faster financial transactions. 

#DigitalIndia #DigitalRupee #rbi #centralbank https://t.co/VirgCjChBF"
2677,2022-11-10 11:09:18+00:00,UttarandhraNow,"డిజిటల్ రూపాయి వివరాలు. (3/3)
#DigitalRupee #UANow https://t.co/0C5UFUjanh"
2678,2022-11-10 11:07:41+00:00,UttarandhraNow,"డిజిటల్ రూపాయి, వివరాలు. (2/3)
#DigitalRupee #UANow https://t.co/268DXExzh1"
2679,2022-11-10 11:05:45+00:00,UttarandhraNow,"కేంద్ర ప్రభుత్వం, #RBI తెచ్చిన డిజిటల్ రూపాయి గురించి కొన్ని వివరాలు. (1/3)
#DigitalRupee #UANow https://t.co/JWWiboud1l"
2680,2022-11-10 10:39:07+00:00,mustfintech,"With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 

Leveraging technology for safer and faster financial transactions. 
#DigitalIndia #DigitalRupee https://t.co/M3vFLENjfs"
2681,2022-11-10 09:52:51+00:00,srithh,"#DigitalRupee 

https://t.co/MJhGpBccXY"
2682,2022-11-10 09:44:23+00:00,ErMubeenAshraf,"With the launch of Digital Rupee, RBI becomes one of the first central bank to introduce a digital currency! 

Leveraging technology for safer and faster financial transactions. 
#DigitalIndia #DigitalRupee https://t.co/fsS9yFoZSt"
2683,2022-11-10 08:49:58+00:00,IndiaToday,"The #DigitalRupee rollout is being touted as a big step towards digital transformation in India 
@TirthoBanerjee4 

https://t.co/Wq6rH4wrUN"
