no,Tweet
2265,"Banks are crowded with people taking DBT, eRupi will clutter that I am happy "
2266,"From the end user perspective, CBDC dosent provide any advantage over UPI.  It can be useful in countries which doesnt have something like UPI, but dont see it getting adoption in India."
2267,"I dont know but when the whole world is trying to adopt and create their own digital currency  it is further refined  and develops the  block chain technology which is further used for  multiple applications... I'm not certain but  RBI is always face problems to tackle inflation when RBI do operation regarding inflation  curbing the commercial banks ignore or bent the guidelines, so might be possible that Rbi is concentrating more power ."
2268,To promote e-rupee now they have set limit on number of UPI transactions per day
2269,Does India have any advantage of creating CBDC to establish INR as reserve currency in BRICS trade Is that possible
2270,"Digital rupee has greater control and transperant than current digital money, life of each note can be traced and conyrolled, current digital money you know movement ofceach account not each note ie the big difference, through smart money you can force some notes valid for only some transaction (purchases) only not valid for other purchases etc so gov can channelise didital notes to specific transactions only."
2271,"you speaks very fast, should be little slow like  0.75x so that every new person digest the content."
2272,To face sanctions
2273,Tha Goverment should concentrate on monitoring how politicians hoard cash and take a cut on all Govt spendings. How many politicians will work for only salary. There is corrupt earning that is why politicians want to contest elections and come to power as they see good earning potential. This Govt is only after common peoples hard earned money.
2274,Receiving Remittances can be much more efficient via CBDC
2275,One of the reasons why I think the government n RBI is pushing it is to remove the intermediaries n for the transfer of money for direct benefit transfers n also to give various subsidies as its a pre programmable money. So yeah I hope it brings the efficiency that the system needs.
2276,"I fail to buy the argument that Dr. Rajan is honest or unbiased because he has played a pivotal role in developing UPI at initial stages... What a joke Intensions change... He might be influenced by the politicians in future or currently too... And most of the economist blabber non-sense.  I'm not here a supporter of any particular party, but generally this is what happens..."
2277,If it prevents money laundering by banks to the defaulters like Nirav modi and Vijay mallya bcoz of them banks shuts and common mans money stuck into banks like PMc for years then what is the problem with CBD... Centralisation is always better...
2278,One of the advantages is that there are no middle man needed ( eg swift ). Peer to peer payment can be done and done in real-time. That is why cost would be less. Now if cost could be lowered then good better exchange rates could be given for such transaction.  It would also be ready to use it for currency swaps in future between countries. US is already worried about there currency for the Chinese and moving to  digital dollars. India wants to  think in those lines.Advantage within india would be it would be highly efficient banking system especially recon. Going forwards a bank like HDFC could launch its own equalant of Visa credit cards.   Soon the govt. could create a use case for digital land transactions once the tech. Is in place linking backing and real estate not only for payments but for non tampered documents on blockchain too.
2279,How come CDBC  I'mparts more control on private banks
2280,CBDC can help in dealing with corruption in government. E.g Police can get ERUPE that can only be used to fule up the police car can not be spent anywhere else or govt can see where it spent.
2281,I think one advantage would be that even if bank servers are down then transactions will go thru unlike today where many a times you will psu banks UPI servers are down. Transactions will go thru because it will get recorded in central ledger and from there bank will update it’s node ledger. It won’t take away credit giving ability of the bank as money will still be in bank account. It will  I'mprove RB I'monitor bank customer service parameters. This has traditionally not worked in India. Banking customer service quality is very poor even in private banks except for foreign banks and may be Kotak. However CBDC will make customer flock to bank with better customer service if the banks are able to reduce banking fees because of CBDC.
2282,"Perhaps one of the benefits might be that if the system goes digital, transaction costs can be el I'minated  reduced, and it could result in greater profit margins for low-margin businesses and lower goods cost to the end-customer. This is assuming the large-scale adoption of e-Rupee and decline of the cash-economy. However, such a change is likely going to affect the job market since greater automation  disruption is usually followed by greater monetary losses and employee-lay-offs. However, I still agree that the benefits are not likely going to outweigh the costs."
2283,"If this is  I'mplemented successfully, it would be a great move in order to control banks."
2284,"I agree with you very strongly Akshat. There is NO NEED TO BRING CBDC. It is a very cheap effort from government to exert more control on people. And it has so many disadvantages. Indian people are now almost to the point where a major lot has learned to use UPI, not even net banking or bank apps. Majority does not know internet or apps. So we all Indians should protest this and not use it."
2285,I dont trust it bro all my privacy gone.
2286,I dont quite agree with your point here. CBDC is necessarily a digital version of physical currency. So everything that a bank does now .. can done with the e₹ too. I think your assumption of banks as mere keepers  distributors of physical currency isnt accurate.
2287,"What you are not talking about how different banks can be settle their transfers efficiently using CBDC  what takes 2 to 3 days happens within a few hours with CBDC - that is not being pointed out. That being said it does not really give an advantage to the retail users. However, this is a great tool for the settlement systems across the banks."
2288,Great analysis and Kudos to you for being honest in such difficult times Initially I thought you are trying to sell CBDC but thanks for being rationale on such a sensitive topic. I hope the reg I'me will not push it forcefully otherwise it will be Noteban 2.0.
2289,"Is this a way to circumvent the KYC norms so that dark and illegal money can be used by the governments and the powers that be. Of course, normal people can be surveilled by the powers that be"
2290,"With digital currency,there will be neither receipt of interest nor transactional charges. Theres no need to keep min I'mum balance,pay fines for defaults or charges by bank for transferring money via UPI from one bank to another. Bankruptcies are never expected,like in cooperative banks seen from time time in rural sreas"
2291,"In future, Govt can get a plan to make transactions by only using CBDC towards the entities where there are major risks of black money or illegal activities. For example, currently, since there are no ways to track where the crypto currency are used, Govt can  I'mplement the deposits and withdrawals only using CBDC and this way, they can question each citizens about their usages. S I'milarly in all those places where it is a risk illegal activities,  I'mposing the usages of CBDC only, can lower that."
2292,"thank you, very informational, thank you bro"
2293,"Happy to see someone say this. Even if you like the government and the current folks in power, remember that one day someone else will sit on that chair. This is why the best a well-intentioned gov can do is reduce its size, max I'mize freedoms and unleash creativity through low taxes and regulations."
2294,"Anything Digital-only is fraught with huge risks- as we saw in Canada, the gov shut down bank accounts of truckers as they didnt like the protests. UPI I can see the benefit of fast free transactions. CBDC is a globalist push to digital only world and social credit score and controlling and nudging behavior. Next, theyll say this money can only be used for gas and food. Then it becomes a mandatory amazon food voucher run by gov. Dystopian idea."
2295,Its e-Rupee sir. e-Rupi is something entirely else.
2296,"The notion that anything people do that gov should know itself is a totalitarian mindset. We, the people, are sovereign, its hte gov that needs to show us, its employer, how its spending the money, not the other way around."
2297,The whole idea behind decentralized currency is to prevent govt over printing and devaluing the currency and protecting your asets in that currency. Whats the point of a currency issued by a gov that is pegged to its fiat money and still be centralized Its the worst of both worlds.
2298,Thanks
2299,Nice content
2300,"Thanks bud for keepin us financially Educated Regardless of how bad it gets on the economy, I still make over $13,000 every single week"
2301,Thank you for s I'mple explanation can you make a chart stating the advantages and disadvantages of erupi. One of the main disadvantages I find is no interest on the digital wallet.
2302,The reason he is not promoting CBDC is because he knows what flak he got for promoting VAULD for crypto.
2303,Why bond lending % was higher during Mr Rajan
2304,"Hi Akshat Theres one thing I would like to know. Are these CBDCs uniquely traceable If so, then a unit specific ownership history could be made. This could allow us to identify illicit transactions. Thus discouraging and reducing such transactions."
2305,"Why Goverment sell asset that they own, if they themself print money unlimitedly BIGGEST DOUBT ."
2306,well explained Akshat
2307,as per rbi  currency print costs more than 5000 crores per year excluding maintenance and transportation
2308,Soon chip will come without chip you won’t be buy and sell
2309,wow perfect research
2310,There is no use of e-rupee. It will not successful as UPI.
2311,Agree on your point Cbdc are not anyway a game changer..
2312,Really good explanation of a very complicated topic...  I'm really  glad that i am subscribed to you.
2313,Finally govt. May decide everything what you can do with digital rupi and people may just be like slaves... already I doubt about the freedom of speech.
2314,Very informative content Akshat
2315,Wowww superb explanation
2316,no advantage over UPI only central govt having direct control over public pockets. and easy loans for adanis
2317,"Where does the Government  RBI get this e-Rupi from, to start issuing to Public What is the underlying asset that is, from where RBI can give the e-Rupi Are they going to s I'mply issue e-Rupi without any actual value of Rupee Or they would convert the existing Printed notes to e-Rupi and null those value of printed notes"
2318,Get an  I'mpression that this is a futile attempt by the government. Let’s wait and watch.
2319,Sir please explain what will be  I'mpact on property market by digital currency
2320,"The main motive is to replace physical cash transaction in due course of time which can better result in tax collection and avoid corruption. The govt cannot openly say this, atleast for now. But it still remains to be seen as this might take a very long time."
2321,The coverage is indepth and enlightening. Regarding savings for government vis a vis paper currency I think a huge amount of savings can be made in cash management costs . Not only printing but storage and  transportation costs are very high. Banks and RBI has to maintain huge currency chests in so many locations. The efforts in safe transportation of currency from bank branches to their currency chests and rbi chests is huge and security costs are high. Also rbi has to pay interest on the cash of banks.
2322,The main reason for introducing CBDC is that all the BRICS nations are introducing a currency of their own which is gold backed and it’s supposed to compete with USD  CBDC can easily exchanged with this new currency easily as it is more centralised  In the short term u r right but when u think of the future CBDC is definitely helpful International trade will become a hell lot easier
2323,Thanks Akshat Good job of explaining complex things in s I'mple words
2324,eRupi and CBDC are two entirely different things
2325,When CBDC is same as digital money why do you think it will not earn interest Govt can also crack whips on cash hoarders and hawala traders. It also will be a game changer for international trade. Many countries want to move away from dollar-based transactions to avoid US sanctions.
2326," There is a mistake here, e-RUPI is not same as e-RUPEE"
2327,"After CBDC, Central Government will save the per transaction cost which is paid by the Finance Ministry to the respective bank for performing transaction(for the service provided).  As CBDC allows RBI to give the service to the customer directly Finance Ministry  Central Government will manage to save heavy amount."
2328,One s I'mple reason- public is not bearing any expenditure. The day public is forced to bear charges for using UPI user will go down exponentially.
2329,Digital currency means your money can be confiscated by the Government at the click of a mouse. Government is desperate to control publics money.
2330,Your video help me a lot today. Discussion started in office  Thanks a lot
2331,Just seeing spams and bots gdp increases as refferal code and see the likes on that comment all are more than the rest comments without refferal code so much of bots
2332,"Thank you very much Akshay, for the clear cut explanation"
2333,Very  very nicely explained. Thanks a lot
2334,Public sector bank staffs will struggle to understand and use it. First govt should train them.
2335,rupee
2336,"Right now when we say 92% of money is in some digital format, i dont think that means there is no physical cash associated with, I actaully think, lets say we hold 1lakh in digital format say bank account, then, bank holds that physical cash in their side, so CBDC would avoid this holding of physical cash and its printing,  you havent mentioned it this way, pls evaluate my theory )"
2337,Hi Akshat  can you talk about the   quotSecurities Lending Income Program   quot in Vested in your upcoming video
2338,"UPI became successful only after opening Jan Dhan Bank account for each and every citizen till the ground level and  I'mplementing Demonetization after that, then after citizens forced to adopt this change and now it became a success story. Everything was well thought and planned."
2339,Pls do a seperate vlog on Laws governing apps like INDmoney grow ect used for investment …worried after FTX collapse
2340,CBDC can be good alternative to large B2B transactions which need not to go through commercials banks
2341,Mobile battery khatam ho jane se Kay karu
2342,good MEANS
2343,Sir please make a video on dhirubhai ambani.
2344,"Hi, great analysis on CBDC. From where I am looking at it seems like the government is trying to el I'minate physical cash from the economy. This also points to lesser instances of black cash getting stashed."
2345,This government wants to make IND a china. Crazy intentions to flush money out of its nationals pocket.
2346,Basically  billions of public money wasted  again due to  I'mporper governance
2347,"Nice video. But, are you sure  RBI using Blockchain technology to introduce e-Rupee or something else"
2348,inshort - No benefit
2349,CBDC real value comes in with Invoice payments.. we can discuss it if you have time..
2350,Rajan is a Marxist goon
2351,HI Akshat - I don’t think RBI CBDC is directly managed and issued by RBI.  This is done through intermediary banks.   You can read the RBI circular on 29 Nov.  Agree that there are no major advantages seen from a retail perspective.   Thanks for s I'mplifying the concept of CBDC
2352,Facts presented in this video are incorrect and misleading. Please do some more research.
2353,"Who begged the contract to develop cbdc systems tcs, infosis"
2354,A deadly   with sweet
2355,No intrest is obnoxious
2356,"Can a poor people or common people who do not have mobile phones use this   quot E-rupi   quot and how, please explain it to all 140 crore peoples of India so that each and every person can easily understand it  understand them in their language.  Dont make such video that already have been uploaded by others youtubers. Namaskar."
2357,"I wonder, even now people are getting  I'mpressed by comments of Mr.  Raghuraman Rajan"
2358,Demonetization with CBDC would have been effective.
2359,"2 benefits i see of CBDC counterfeit notes production will get  I'mpacted if people start using CBDC due to which terrorist organizations will get  I'mpacted and also economy will benefit as counterfeit currency pumping inflates the countrys economy tracking of the money becoems easier, so govt will know that this piece to 100 E-Rup I'moved from person A to person B and right now is in the hands of person C and if the movement made economic sense."
2360,Hi Akshay. I have been following ur videos for some time now. You have been doing tremendous job so far.  When i saw ur video on cbdc i got interested to know what would you say about. There are several details missed out in your presentation which  I'may discuss with you over a call.  Pl do let me know if you wd be interested. Thanks
2361,when can we buy your courses which are sold
2362,its looks like the creater want 15 minute video otherwise it can b done in 5 minute.
2363,Govt. Sees cbdc as a tool to curb black money . Other than this i dont see any rational purpose. Last time it was Notebandi (exchange your notes) this time they are silently doing it . Before we know they will  I'mplement retail e rupee as mandatory for some fractions. Accumulation of black money can  seriously be challenged with this in coming future. I see precious metals being used as black money in the future . I dont know how right I am  if I am totally wrong   future will tell.
2364,Pl listen to idfc chairman comments on erupi
2365,But which type of blockchain it is POS POW or ...
2366,"Thats a very socialist approach from govt. Why is govt doing that, i heard that the BRICS nation are also trying to come up with  a digital currency among themselves which will be backed by gold. Is moving away form fiat currencies a wise decision for emerging economies This might seriously hurt the creation of credit"
2367,You aask too many questions before start of YouTube
2368,when is the next batch coming on stock market
2369,One key point This e-Rupee will also be a programmable rupee which can only be used where it is intended to be. So its all about control.
2370,Physical rupee notes will be done away with soon. Big savings in cost  paper  transportation  physical storage  etc and benefits environment too. Not sure why you cant see the benefits.
2371,e-Rupi and e-rupee is different. CBDC you’re talking about is e-rupee but you’re thumbnail shows e-Rupi which is wrong
2372,True Banking system may affect. but in future conventional lending process might change. If conventional lending process changes economy will be more stable in terms of NPAs. To invest People might buy bonds or some kind of financial product to lend to companies.
2373,"Solid video and thanks for breaking it down... Despite the economic downturn,  I'm happy Ive been earning 12,600$ from my 2,000$ investment every 9 days"
2374,Is this s I'milar to the crypto BS*  %^
2375,One  I'mpratant point is that it can theoretically enable digital money transfer in offline mode.
2376,"CBDC concept is very hazy at thus stage and operational mechanism would get evolved over the pilot phase. Some of your assertions ( egFunds flow to Banking system will get curtailed and eventually may affect the economic activity) is bit premature at this stage. My belief is, eventually this mechanism may be used to control and monitor large- value commercial  transactions for understandable reasons. Nevertheless, your video provides good understanding at the concept level."
2377,It is not clear as to how the problem of double spending will be resolved when money gets transferred from one wallet to another with out underlying blockchain.
2378,"E-Rupee is what I think s I'milar to digital Yaun the Chinese is planning to unleash.....  People might think its technological advancements...but its instrument of Authoritarian control, yes  Thats how China designed its whole financial system around Digital Yuan....  Indian Government the trying to convert India into theocratic Autocracy, to excercise more tighter control trying to bring something s I'milar I believe"
2379,b  as the war comes all market cap of companies will get erased due to all their units destroyed. Survive that first. I will never pay such market valuations. Inflation is on hyper hyper levels. This nonsense is the least of anyones problems    b
2380,Very nice video sir..
2381,"Goverments are misusing their power and spending money on freebies. Majority of politicians are corrupted.   Though the technology is good, it might be misused by governments.  Even common people are used to this black cash concept to avoid taxes. It is very difficult to introduce a fair accounting financial system in India.  Just my thoughts."
2382,Cdcs are mainly used for cross border payments between institutions and countries  the scope for the general public will come later ...
2383,Firstly E RUPI is different from E rupee. Learn more about it before making a video.
2384,"There is a mistake in your explanation, Even if the money is in your bank account bank has to keep physical cash in lieu with that money in your account. Also any new money that comes into the system RBI has to print cash and give it to banks,  Incase of e₹ RBI will give banks money not in cash but in digital form . So currently any money in the system (whether in bank account) will have to have a physical note somewhere but this will not be the case with launch of e₹"
2385,"As an RBI Employee i can tell you all know about the advantages of digital rupee once you visit the issue section of RBI. You dont have any idea how much labour cost, technology cost and time it takes to complete one life cycle of a single note.  Regarding your concern about centralised control, any scheme in nascent condition needs to be controlled by people who are experts in that field  my belief once the digital rupee infrastructure gets well developed control will be decentralised."
2386,Thank you      for info
2387,I agree this is misadventure which this govt. wants to do with no advantage to public. Nobody needs this currency which govt wants to push down the throat of Indian public.
2388,"Had my doubts, wanted to see govt. argument....turns out govt. is running behind FOMO. CBDC in China is going to be used to essentially subdue the population financially and keep them in check. If seen getting out of line cbdc in China will essentially make you unable to spend money bcoz your identity will be linked. S I'mply put its not only CBDC but a version of programmable currency and to see what havoc that plays in the economy just wait and see after these Covid lockdown protests in China."
2389,As a crypto invester understand your hater for government digital money
2390,very good content. good research
2391,"Either you did not do proper research on this or you failed to make us understand. Gives  me an  I'mpression, almost you are very critical of  digital rupee..You did not make any comments on digital trial,how it could be used to reduce corruption, how this could also b used  to  help  DBT money to b used exclusively to the purpose it was given by govt,I dont  think any sensible govt would  b wasting time and money if its of no use to economy.Many countries are in the process of adopting this technology, and taking China example   my opinion is absolutely nonsense coz any kind of tec can be misused in china.."
2392,"Despite the economic downturn,  I'm happy ☺️. I have been earning $60,200 returns from my $10,000 investment every 13 days"
2393,Nobody is telling the viewers that CBDC eRupee is indeed Demonetization 2.0
2394,"As usual excellent and crystal clear explanation of both the pros and cons of the format, where given the mindset of the ruling party ( read as individuals) cons out weigh the pros. Lets see what happens."
2395,"Hey Akshat, is there any possibility of risk of getting hacked"
2396,"this upcoming reply is to c-h-e-c-k whether any b-o-t s responding,    invest in gold or digital currencies ( BTC  ETH )  "
2397,What will be the effect of CBDC on real estate prices in the long term.
2398,"Completely disagree with your analysis here, seems like you are afraid of people going away from your so called investment   quotcrypto  quot due to RBI digital rupee. Also you did not highlight the benefits of rupee."
2399,"Everything looks good in hayday... In india  a) Banks are being heavily regulated. Apart from some cooperative banks failing, banking is fairly stable... But this is not everywhere including usa.. and this can change very quickly.. like how Yes Bank was bankrupt... So in that case people loose money.. due to banks... That is where cbdc comes as a mechanism to have money.. rather tham stashing in gold or other asset.  b) Today UPI is free for retail because govt is paying...  I'magine tomorrow per UPI transaction cost becomes high...   So per transaction cost for UPI Is always higher than per transaction of cbdt... Because of the complexity of process ..  c) UPI is dependent on banks. Lets say tomorrow a bank server crashes.. or a bank backs out of UPI... How will the customers of that bank use UPI ... CBCD removes that.."
2400,Modi ji doesnot know nothing about money (currency) and you dont be a sanghi
2401,Nothing is self executable everything is controlled and monitored by central planners
2402,I have a question what if this system hacked
2403,How is CBDC an  I'mpact on credit lending  Finance cos like HDFC still attract deposits from customers to finance their lending business. The same model will continue - to get interest one will be able to place deposits at an interest rate by paying from CBDC. Mr Rajan loves to create issues out of nowhere and surprising you endorse h I'm.
2404,Hindi
2405,So much of explanation  I'm just 1 video great  it up
2406,"If commercial banks are not gonna benefitted, why are they participating in phase mannered pilot runs.."
2407,Haha..true..no much benefits
2408,"Centralisation gives more power to govt., and  I'm not sure what they will do to us, may be more govt employees can choose for corruption."
2409,"Excellent videos, you always make tough concepts easy  )"
2410,Follow process what USA and Japan are following.. rather than Chinese government process.. useless E rupee
2411,E-rupi is not CBDC retail. E-Rupee is CBDC retail. Please Correct ur heading. E-rupi is like voucher.
2412,Cbdc is dangerous you speak anything against government they will seize your e rupee and will just give you a notice
2413,Step 1  introduce digital rupee. Step 2  make it easy to use for even lower class Step 3  make digital currency a habit Step 4  restrict physical currency withdrawal Step 5  ban physical currency and make money digital. Could be a great idea to make courruption literally zero if  I'mplemented correctly.
2414,What if CBDC is fully  I'mplemented and physical currencies are take out of circulation Will it not curb the curruption and terrorism Please give your insights  Thanks  for an excellent presentation
2415,I think u should become consultant to RBI
2416,Too judgmental… no information…
2417,Only 21 banks partner with e-Rupi
2418,Raghuram Rajan is a big joke
2419,hi Akshat  Thanks for such an informative video on CBDC. Really appreciate this video because right from the announcement of CBDC I really didnt understood what real advantage does it provide to a common man. finally theres a video  information point on internet that explains it in relatively s I'mple terms.  Thanks Again )
2420,"when social media came out it was hoped that it will strengthen individual liberty and for while it did, then govts and the elites used it to divide up people spreading propaganda creating echo chambers, and censoring the truth. CBDC will also be used by tyrannical govts to snatch away your economic freedom and liberty. money.  I'magine one day waking up and seeing either no money or having your money being frozen by the govt just because you decided to speak against the injustice of the govt"
2421,Is Cbdc will be it in crypto on  exchanges
2422,Easy of doing transaction
2423,Black money is not explained well
2424,Akshat you explained the CDBC in such a way people will in confusion state.
2425,You are anti BJP Modi
2426,"If we consider CBDC to be equivalent to physical notes, then cant the govt in near future do another demonitization of say all denomination notes above Rs 100, but this time give everyone e rupi in place of physical currency  All currency above Rs 100 can br banned. They can then solve the issue of black money in the economy. No one can keep e rupi as black money right "
2427,Lets see...If it is useless...Ult I'mately govt rolls it back...So bold decisions are necessary... Some may hit some may fail...
2428,We know pivotal role of Raghuraman n Chidambaram n Antonios nexus.
2429,First e rupee... Bank to bank transactions(its useful instead of purchasing bonds etc etc) 2nd e rupee for retailers.. I think here retailers means for  bussiness bigger transactions..Already they will maintain current accounts with bank.. Its plan to curb black. hidden money from market. Govt didnt say about banks.. I think its useful for companies and bussiness people not for common man Govt already gave upto 19 dec for any suggestions..We can use it for our queries... But financial reforms are  needed whether it will be good or bad future will say . If I am wrong can correct me...
2430,"* I will forever be indebted to you, you have changed my entire life and I will continue to preach on your name for the world to hear that you save me from huge financial debt with little investment thank you very much Expert Mrs... Clara"
2431,the only advantage of CBDC might be cross border payments but it will require standardized payment interface among different CBDCs of different countries.  This might make the cross-border money transfer process fast and less costly (lesser fee). But this  I'mplementation will take time as most of the countries are not ready with their CBDCs and such standardized payment interface is not even in design phase.
2432,not just Raghuram Rajan mostly even you talk against the govt... Chinese economy is standing in a way better place than our even after their crisis ... it is only because India has only played safe.... CBDC can significantly reduce black money.... when you can trust in other digital currencies why not CBDC At least it is legit I'mised by an elected govt which ias very difficult to be overthrown in a massive country like ours... It might even cause anarchy.... You want me to trust some crypto regulator but not my own Govt if govt wanted they could nationalise banks as well just like they did in 1950s... We are more free today than we ever were.
2433,no possibility for black money
2434,Still remember what P Chidambaram said about future of UPI. It will fail.
2435,If we can control inflation and the intrest rates are zero.  The more money wil be out in the market and we can boost our progress.   But what controls inflation
2436,wow
2437,It is Indian governments e-wallet money.
2438,"1. Low internet penetration 2. Huge un banked economy, semi urban, rural, even cities still prefer cash 3. Digital economy is still for the lucky few Dont really why how it would compete  alternate with existing UPI.  infra"
2439,SBI left the chat by the end of video
2440,"Yeah even I had the same feeling when I first heard about CBDC. Its practically useless, and centralization can never be good for anyone"
2441,Hi..aksat..as i thik this will greatly affect..middle class and lower middle class families...it will b harder for these people to live on....as most of people have a small job or no job...  amp mainly depends on d interest on small savings..in d bank...
2442,"He dont talk about any advantage. I think one, if transaction is done by people to people without internet, and without bank involvement like giving hard cash to another person. That is revolutionary."
2443,Hiii akshat I would like to know more clearly thou u did manage to cover up almost all bullet points however if there are more disadvantages then positive changes of cbs then wts the whole point of govt wanting to introduce to mass by wasting huge masses money itself (as ur said there are more negative pls then being positive of  I'mplementing such a whole new money system be it in physical or digital format pls explain in detail in new video with regards to my query thks-keep up the gud work   amp I appreciate ur precious time   amp efforts to explain such intruige topics in very less time
2444,If someone ask Comisson or brabery can I pay h I'm e rpee
2445,Tq
2446,"The problem unforeseen is that a gray market will flourish where digital currency will be converted into physical currency for a cost....thereby making mismatch equivalent to what happens to an economy if counterfeit currency is half of total currency....then policy decisions based on logistics becomes off the mark.... another fatal outcome would be that cbdc can be programmed to suit a community, section of society, caste, or even religion, no one else can use the token except the intended party...."
2447,"In my opinion e-rupi will be used for giving loans. Bank will issue loan only in e-rupi, this will decrease the willfull defaulter NPA."
2448,"too much speculation and extrapolation of chines cameras analogy, also making CDBC vs UPI and Jam, not very coherent narrative against rupee advantages"
2449,Well explained sir .   U made it so s I'mple
2450,It seems you are a great fan and  admirer of Raghuram Rajan. So no point in telling you the advantages of DC. As the people like you have already made up negative mindset. Best thing is to unsubscribe you   which  I'm going to do after posting this comment.
2451,"I did not get this point, how this is going to harm the general public "
2452,gd news
2453,ᴛʜᴀɴᴋꜱ
2454,I dont think how He got information from China Gov Intrest  Their own citizens dont get the gov Data But Indians get it   I an sure CBDC is one of best syetem ever in Financs system . People using Android can get into CBDC very very soon and earn its benifit as service charges are non available  and physical cash will pinch service charges from pocket   This Report is half knowledge about CBDC ..
2455,"I thought cbdc digital rupee was a counter to  crypto, basically RBI controlled crypto for the public.....  ERupi is a digital voucher  so the spend happens where it is meant for n misappropriation of funds do not happen."
2456,"Well people who know, will know  CBDC is the final nail on SWIFT and US monopoly"
2457,"Hi  Awesome finance learning from your channel. I have little money saved and hail from a lower middle class family. I want to make smart investments other than traditional FDs (where actually  I'm in loss as FD rates not even match inflation). How to select where else... and how could I invest smartly with lesser risk as Ive very little margin I can play with. If I want to select mutual funds then how should I find which MF is best for me and how to invest Whether I should go with gold bonds or buying physical gold, which option should I go for and how If I want to go with Debt bonds then need a way. Kindly guide me if possible as per how should I go ahead and not get confused. Will always be indebted for the knowledge you share. Thanks a lot...."
2458,Very well explained
2459,When Upi was introduced people also questioned it but everyone knows how upi helped us grow in a better way
2460,"It more looked like a politically motivated video, Every country in world is mad according to this guy, each and every country is trying to introduce CBDC  atleast please don’t use your channel for politics."
2461,"This is clearly an additional way of keeping digital currency. Neither govt is forcing nor you are bound to use. This will work like the wallet of paytm Or phonepay where you dont get interest. So in any wallet system, you dont get interest. Only when you want to use, you can transfer and use. I dont see any risks absolutely. Comparing with china.. Its a shame. Everyone knows how China is controlled. It is good to argue, but intentions should be correct"
2462,E-RUPI IS DIFFERENT AND E-RUPEE IS BOTH HAVE DIFFERENT WORK TO DO...
2463,"Did not give any proper information on the eRupi and how the transactions will take place. How is it different from UPI and will it need internet connection  The whole focus looked like political speech.  Interesting we are very open to give our information to google, ethereum, and so on..  but somehow dont want our govt. to know what we are doing.  Many countries including US, Europe are introducing digital currency. Why give example of only china It shows  the intention to give half information to creat a wrong  I'mpression."
2464,Thanks
2465,Only benefit I see is being able to make payments even when there is zero connectivity with internet.  I do use GPay. I have linked a Zero Balance account with it where in I keep no more than ₹ 2000  - to limit my risk in the event of hacking or physical loss of the phone.  So even in this case if I were to get an account or what ever I would maintain no more than a couple thouand rupees as emergency should I get stranded in the middle of  nowhere and need to pay someone. So no matter what the landing capacity of commercial banks is not going to be affected much. For me there is ZERO incentive to subscribe to this service.
2466,I have answer what is the real a I'm of CBDC  To enslave you
2467,"Cbdc will require a lot of servers to handle, government should rethink"
2468,You forgot to mention some points 1. Cbdc will be a substitute to swift network and others. Like in 2016 usa banned iran from selling oil... india could not use any payment channel to trade..so it has to abide to usa terms.  2. It will benifit atmarnirbhar bharat by linking with upi as it is free and there is no fee on any transactions unlike in usa and other capitalistic countries.  3. In near future we may even see atm getting obsolete as maintaining physical cash is a burden to government..so all my get digital.  4. As the e-rupi is backed by rbi as legal tender.. so in any fraud cause.. when someone swipe away ur funds..there is less chance u vll get it back...as today banks dont take responsibilities for any cybercr I'me... this will make rbi liable to give compensation to citizens.  Overall its a smart move by rbi to bring such remarkable instruement .
2469,Benefits of CBDC is control of corruption  This single benefit will change fate of India
2470,One benefit will be the reduction in corruption in different central and state government project execution. The money can be tracked if it is being used for the purpose it has been assigned for. Please watchout p gurus channel for more info.
2471,"Unlike other cryptocurrencies, the digital rupee would be backed by the RBI. This will mitigate the risk of volatility."
2472,very useful video...
2473,Excellent analysis
2474,It is being promoted for central funded scheme in states so that centre can track the money and corruption is min I'mised.
2475,"Starting early is the best way of getting ahead to build wealth, investing remains a priority. The stock market has plenty of opportunities to earn a decent payouts, with the right skills and proper understanding of how the market works."
2476,Here is the honest opinion i am watching akshat video since when he has 7 lakh followers in his previous videos he used to say facts and let us decide our good and bad but now i am seeing he is forcing his opinions and presenting this is god for economy this is bad for economy as per his limited knowledge either he cla I'ming he knows much better than all experts on economy or rbi executive or banks senior executive or he is just a fool trying to become wannabe intellectual you tell me how many of you have benefited from his financial adviice of spending money either in blockchain based crytocurrencies or in any shares he suggested i would love to know.
2477,do you make interest on cash in wallet E-Rupi is same except in digital form where you no longer need to carry wads of notes in pocket...nothing less nothing more.
2478,Enable is pronounced as In-able not un-able. Sounds weird to hear it as unable )
2479,"There is no interest,  no return on Investment how can it be a alternative to cryptocurrency"
2480,"Isnt it our money right now is digital and physical moneywhy do we need digital currency when we are using digital money thru UPI,"
2481,"If everyone is using UPI and if we pay directly from our account to other account isnt that call digital money,do we need another digital moneyi think what we are doing is just fine,we can pay  using UPI and when we want cash we can withdraw from ATM and i think is is just perfect."
2482,"Absolutely wrong interpretation of digital Rupi by Akshat. You are s I'mply misguiding people against an  excellent format of currency, Akshat. This digital currency will largely min I'mize the leakage of DBT money. Lot other benefits are also there."
2483,"The biggest problem in India is tracking government money allocated to needed people that will be solved, dont expect one  I'mplementation can solve everything in india"
2484,The major reason is central government is subsidizing upi transaction due to multiple merchants involved  as amount of upi transactions are increasing leaps and bounds it will cost lot more. There might be possiblity that in future upi transactions are charged as well like  I'mps so CBDC could be an alternative to that plus adoption of blockchain technology which is transparent and much safe as well could be promoted.
