no,Tweet
2129,"you haven't explained that how it will reduce cross border transaction costs and how it will work, appreciate your work but you can always explain clearly"
2130,Can digital currency prevent  money deposited in Swiss bank  so black money can be abolished
2131,"<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=14m38s"">14:38</a> Fun fact: I own idfc shares😎"
2132,Ajith 😂
2133,Good job... appreciate it
2134,Won't the government be able to monitor peoples financial transactions?<br>This seems dangerous to me.
2135,"Jabar jabar, they are not clear about concept. ERupi is the method by which government wants to monitor cashflow. They are taking advantage of their popularity on youtube."
2136,CBDC will be Game changer 👍
2137,Thanks to bitcoin to make blockchain technology happen but RBI and banks hate Bitcoin..we need 1 world currency that nobody control..currently America enjoy doller monopoly..if we want break this monopoly..our RBI and banks and government should buy some bitcoin and make this doller monopoly destroy..but everybody negative about bitcoin and Crypto...
2138,Thank you 👍👍👍👍bro nice one in right time
2139,Sad to see much ads in the video 🙄
2140,Thala ajith❤
2141,"<a href=""http://www.youtube.com/results?search_query=%23cbdci"">#CBDCI</a>"
2142,Thanks!
2143,My brain cannot leave the thought of why those chips are so expensive
2144,"Frame drop at <a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=05m05s"">05:05</a><br>I understand. The struggle is real."
2145,Very insightful 👏
2146,"<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=10m40s"">10:40</a> I am best example"
2147,We are very very thankful for your effort to educate us.
2148,India better be careful. USA could decide to bring a new democracy if it does move away from SWIFT.
2149,"Every plus point given for CBDC can be done with the present system such as recording the transaction, works offline ( with cap ), alternative to cash, sending and receiving money ( but presently its costly )<br><br>So apart from transaction of money internationally cheaper but otherwise present system achieve same ...<br><br>Now this doesn't means that cbdc has no advantage but ur explanation doesn't make much justice !!! Need more clear knowledge to really understanding its advantage"
2150,"@<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m05s"">2:05</a> Thala reference! 🔥"
2151,"Now India can use this innovative idea to innovate the domestic economy through eliminating all tax burden for people and zero debt financing in the country. The government needs no tax collection because the Indian ruppe is the sovereign money in India. The government can use any amount of money for all infrastructure projects the Indian money without interest burden of credit financing by borrowing from outside or Indian banks. <br>Entrepreneurs can get free money for any viable business projects without any interest burden. <br>Anybody can become an entrepreneur and avoid job seeking. <br>The money value cannot depreciate because the money is real and not FIAT. <br>When the government give money directly to people, the whole country become innovative with any idea becoming a business venture. <br>Why not India try this?"
2152,"if it is sponsor video, please mentioned the same in video"
2153,Fantastic bro
2154,Who is going to pay the gas price for the block chain miners?
2155,But if we don't have a bank account then how can I transfer money? I mean technically I don't have an equivalent money in the bank. So does this means that I take a small loan? 🤔
2156,"One area that's a concern for any digital only products is who owns it - are you playing in a digital sandbox of RBI? Can they turn it off like a tech company does with your account? You lose your gmail/youtube/twitte,r its mere inconvenience, but money/banking is more critical. Unless you can do private transactions, its a dangerous product in my view."
2157,You are one of the best youtuber
2158,"One con we can see with this is, just like tax govt can make items cost more for people with higher income. They might say they are subcidy to people with lesser income but it's relative."
2159,It's a very nice move 👍👍👍👍👍
2160,government will monitor your transactions so that to know whether you are rich or poor . economic condition of yours and everything. <br>If this happens corruptions will decrease drastically in future coz there'll be no physical currency &amp; that's a good thing and very interesting.
2161,CBDC seems great...but I have a concern...as that digital rupee would not have any asset to back it... wouldn't it be same like printing unlimited money..??<br>N wouldn't it lead to problems like depreciation of rupee's value to extra demand.?
2162,Excellent article
2163,Buying more Bitcoin
2164,Please guys don't purchase dirty Chinese phone and phone . Purchase Indian brand like micromax and lava .
2165,Ok it's a good Idea 💡<br>But What about these third party applications and other banks
2166,All aspirants should subscribe this channel...such a beautiful content with animation... crisp and clear voice and a lot more...great job and tnk you for this valuable content which make understanding CBDC super clear. 👍
2167,It's just that....they will have total control!!! And you are completely wrong....Fiat currencies are not backed by gold since loooong time :) I got a feeling that you are financed by WEF ;)
2168,"corruption, terrorism, money laundering will get blocked, Kejri ke to laggye"
2169,"paytm example is wrong, in upi transactions are being settled in real time."
2170,Well blockchain is a great technology I don't know  why the Government is slow to make decisions and want to discourage it from other areas.
2171,Very informative analysis...Thanks..
2172,THANKS FOR THE IDFC FIRST BANK SIR !
2173,We are so lucky to see this much boom in every sector.
2174,excellent
2175,.
2176,Modi  / BJP government is only option for india's  way to being  a developed country
2177,"Russia has been more than patient.. reserved..Russia has always been open to and has partaken in peace talks undermined by western allies.. US has continued to antagonize Russia and this needs to  <a href=""about:invalid#zCSafez""></a>"
2178,I'm celebrating a $30k stock portfolio today. I started this journey with 4k. have invested on time and also with the right tearn now I have time for my family and the life ahead of me
2179,"Sir yarr... Appke soundtracks badla karo na slightly, same same sound sunke video purane lagte he, <br>Trust me this will bring new vibe to videos..... <br>Plz consider this suggestion please........."
2180,Pl. Check and confirm your statements that digital currency is not backed by Gold or Silver and also that digital currency of ₹100/- can be exchanged for physical ₹100/-.
2181,Awesome 👌
2182,"correction:<br><a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m39s"">2:39</a> Physical currency can be backed by gold/silver/govt. securities/ or some other liquid assets as RBI assets. Just like CBDC."
2183,Bitcoin is being copied here blatently. And you didnt even mentioned here even once....🤯
2184,First I want to thank you and your team for making these wonderful videos. Very resourceful and easy to understand. Love them all. Thank you for your efforts.
2185,Can India destroy the swift system ? The answer is no
2186,"<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m12s"">2:12</a> any Ajith fans ? 😍😅"
2187,CBDC is going to be a best application for block chain technology in india.
2188,"John, the asylum seeker? Lol..no.. no.. Muhammad, the asylum seeker.."
2189,Good. But you have really not brought out the difference between the rupee and digital rupee. Most of the existing ruppees are in digital form only. Very small percent is in hard currency. So how is this different.
2190,Make a video on demonetisation
2191,I am seeing transformation of INDIA.<br>In past we used to bring every technology decades lately.<br>Now it is just years late.<br>Improving pretty fastly.<br>I hope if we face this century efficiently.<br>Then rest will be in our(INDIA) hands.
2192,"Kick out all the asylum seekers,  scroungers  and beggers"
2193,More illiterates can be used as money mules 🤔
2194,Good presentation! Keep it up!
2195,Sandeep Maheshwari session me ao sir
2196,You are god bro god <br>That’s the title I wanna give you .
2197,"CBDC is a welcome and timely step by RBI. It will take sometime to be mainstream but we are on track. There is no need as of now to talk about super powers of CBDC except the reduction in remittance time and cost as well as being free of settlement system in domestic area. Other benefits  will follow in due course. Over a period of next 5 to 10 years, we shall realize the full fledged CBDC with all its benefits."
2198,Moving towards cashless is the biggest disaster
2199,"We are so lucky, who have seen black in white life to colorful life.....under modi govt, the revolution come up more rapid form....we must appreciate them, who working hard to rebuild our nation....."
2200,is this video for lays chips promotion as well.?!<br>BYW jokes apart...Great info.
2201,One thing which I want to admit that though I am from non economic background but i do understand lots of concepts from you ..and it's just changes my perceptions towards money 🤑
2202,How to buy digital currency of India
2203,मेरे पास बैंक के बहुत शेर है।<br>क्या में बेच दु उसे?<br>मुजे लगता है कि  अब रिज़र्वबेंक ही सब काम करेगी<br>आप मुजे
2204,"Funny how we are ignoring the fact that CBDC ARE the pre requite of A SOCIAL CREDIT SCIRE SYSTEM WHICH is the essential part of the 2030 THE GREAT RESET ! we ll own nothing since these cbdc come with an expiry date bull crap also the govt will not allow purchases of certain items at its will at anytime ... welcome to the slavery ..if u don't agree with the govt, they will block u from the society with a simple click...Climate change initiatives will score and tax us all .. UPI was good enough but govt aka RBI wants full control of its citizens... their dystopia of 100% anarchy is here"
2205,Thank you👍
2206,Is there any chance of counterfeit digital currency like paper notes and mechanism to stop hacking into our digital money.
2207,yea and you choose to not include how china is able to control their citizen's money with cbdc's more than ever. Thats how freedom dies with cbdc's crypto's are going to be the only way out when there is no cash in the near future.
2208,"Question: if the government doesn’t like somebody, would they make that particular person a “refugee “ using the central bank?. Because if everything digital, they can easily delete the “history “ of that person by just a click of a button! Wouldn’t that be possible.<br>Ultimately which is “fascism “ right?. I’m skeptic! 🤨"
2209,My mind go and learn biology ncert but my heart economics is fun😅
2210,Making everything centralized  so that nothing Will be left called decentralized
2211,"CBDC will enslave India and any other country stupid enough to adopt it. Government will completely own your ability to transact. India will be Social Credit China v2<br>For a factual comparison of CBDC vs Cash see CoinBureau: <a href=""https://www.youtube.com/watch?v=Vb1Y760Sazc"">https://www.youtube.com/watch?v=Vb1Y760Sazc</a>"
2212,"CHRIST IS COMING SOON TO JUDGE THE WORLD AND ITS SINS REPENT TODAY OF UR SINS AND ACCEPT HIM AS YOUR LORD AND SAVIOUR FOR HE DIED ON THE CROSS FOR OUR SINS SO THAT WE CAN LIVE AND BE SAVED FROM THE WRATH OF GOD ALMIGHTY, WHAT I SAY IS THE TRUTH AND NOTHING APART FROM JESUS CAN SAVE U AND TAKE U TO HEAVEN ✝️ ♥"
2213,I think you failed to mention the centralised nature of these CBDC tech. In these times where democracy is on the line CBDC will act as sniper rifles where you can blacklist the accounts and stop services for  the individuals or a group that the government dislikes.Apart from this the smart contracts are too much vulnerable and could be hacked....and if the government's used crosschain bridge for interacting with other cbdcs then it would be extremely vulnerable ........I think the best approach would be a decentralised currency with zero knowledge verification for the wallets.....pls ignore any typo mistakes..........suggesting you to make a video on defi(decentralised finance)........💯.......btw nice work...😁
2214,Digital Rupee sounds way better than e-rupee...🤔🔥🤔
2215,"India will benefit from CBDC currency more than China would benefit from it.<br><br>This is because in China everyone has been using digital payments for many many years.  So moving to CBDC is not such a big deal.<br><br>It improves things for the govt.  But for the normal citizens, nothing is changed.<br><br>However in India, most people use physical currency.  So moving to CBDC is a HUGE step in improvements."
2216,"This time my banker replaced my Rupay card with Visa, RBI should look into such things too"
2217,I would also love to see your perspective on the recent data insufficiency coming out of China.
2218,"Think School 🏫 how much you have been paid by Piyush Goyal ?<br><br>Do you have the courage to make a video on the current situation of our economy?<br><br>I was a die fan of your contents, unfortunately now it seems you are fetching well planned propaganda...."
2219,Undoubtedly Modi ji is changing the face of Indian economy ....... 🙏🙏
2220,It was just Great... nothing less..not too Good but threeeeee Good
2221,"This is what Bitcoin and other Cryptocurrencies are doing, how does CBDC is different from cryptos"
2222,"I am a blockchain developer and i work with smart contracts on a daily basis. Smart contracts are deployed on blockchain and since blockchain is decentralised so there is no one controlling the smart contract. Once deployed on blockchain it cannot be changed or hacked with the attacks like DDOS (Distributed Denial of Service), yeah there can be bugs which can be fixed and the contract can again be deployed. Blockchain is the future of finance. If you want to know how research about DeFi (Decentralised Finance)."
2223,So CBDC is just similar to etherium 🤣😇🔥
2224,Using Ajith as an example that had me 😂
2225,Cant find the twitter link please help
2226,"That means phone pay, Paytm...etc  having no use ?"
2227,So basically India is creating its own centralised blockchain.
2228,one thing i can say abt this present govt is that if we look practically they r truley trying to change INDIA yeah some work some dont
2229,@think school<br>@khan sir<br>@study iq<br>@diksha
2230,"Will you make. Video on air pollution, water pollution, sound pollution in India as well"
2231,make videos in more languages
2232,All is ok about the video but don't be so naive about the immigrants in Finland. Many of them face horrific racial abuses. Also how will expats transfer their currencies to India without SWIFT? One option is for India to open their own banks or at least an intermediary bank account in all countries to which expats can transfer money and this Indian offshore bank or the bank account can then transfer the money to the Indian bank account. I doubt if the white imperialist western countries will agree to any of this unless India puts more pressure on MasterCard and visa. Lastly think-tanks like Atlantic Council have anti-India agendas.
2233,"Remember congress p chiidambaram mocks digital india initiative in 2017, saying cashless transactions wont work in India.."
2234,Your helped me to understand complicated topic easily.
2235,waiting for the study material!
2236,When will you start hindi channel videos
2237,Where’ll be the erupee stored in absence of bank account
2238,When government will allow cryptocurrency in India?
2239,How will We be able to convert our currency to digital rupee.
2240,"Make video on Changing Indian Bank sector!<br>India’s Largest Bank, State Bank of India posted the highest-ever Profit of ₹13,265 Crores in Q2-2022. Why it happened? What fundamentally changed?"
2241,"@Thinksschool I really want share this video with my family, if only we could get this in HINDI,Marahati  as well that would be awesome"
2242,"There’s no study materials, pl check"
2243,Will sombody explain how to acquire the CBDC !
2244,For some who dont know china on pilot project since 2 years and see some them and learn them.   If e rupee comming make sure its come 100% in currency and remove notes like demonetized  even though it will disaster  but on the same day all corrupt and bride will stop.and on same time all gold and silver ( all mostly material) all details  must be shared with govt.. nxt  all money goes outside and come inside country must be closely monitors tht new way of corruption  and all online  other currency( like bitcoin  and other) must be denied by india
2245,How many of you recognized thala Ajith in the video ??
2246,Awesome! But this should have been done way back in 2020. We are already behind by 2 full years
2247,I was browsing through material to understand this digital rupee and all the media outlets presented only the noise.<br>This is a great presentation explaining about cbdc. <br>Amazing job 👏👏.<br><br>Curious to know - <br><br>Will the government offer some smart cards to use the digital rupees besides online accounting? <br>Is Individual transfer of digital rupee dependent on mobile apps ?
2248,The 21st Century is the Indian Century <br>~ Jeff Bezos
2249,No study material links in the description. Please add them.
2250,So basically blockchain is the future...
2251,Your content is the best
2252,"I think it is better to develop stablecoin backed by the Indian rupee on blockchains like Ethereum! it may increase the rupee dominance in the world! at the same time, we will have a stack in the thriving ecosystem!"
2253,Please again start doing case studies of companies instead of governments and countries
2254,Don't like government tracking how i spent my hard earned money.
2255,It’s safe and quick and Somalia 🇸🇴 has being done this by the way. works great
2256,Bro you forget to attach study materials
2258,"Downloaded listen later, but know in advance its going to be awesome..."
2259,Theres no study materials attached in the description
2260,@Think school Does this CBDC usage in large retail scale can lead to less usage of UPI sucha as Paytm and may cause loss for those companies
2261,This guy never leave a chance to educate us ! Thanks Think school … Love from pune i.e your city 😊
2262,"Those with good intelligence will be able to see through the facade and see the looming great danger and evilness the CBDC system would bring to humankind in the future.<br><br>Lets see who all can find out the big problem with CBDC. Try to think a bit.<br>Hint: China, World Economic form  &amp; the Digital One World Currency"
2263,I am IDFC customer and it's service is best in Industry
2264,KDA is more prominent in every manner.
2265,CBDCs are evil. Look into WEF and &quot;the great reset&quot;. CBDCs are stepping stone for the CCP type of social credit system. The control that it gonna provide the top 0.001% of humans is what they always dreamed of.
2266,"If the profit margin is 12%,<br>Cross border payments take 30-50% of the profits not 3% of the profits"
2267,Bro your watch is missing <br>Which makes me feel different and odd in this video
2268,We must not go cashless. It’s a step towards greater slavery of the people vs freedom and people power.
2269,"Amazing videos and thank you for breaking it down!! Despite the economic downturn, I’m so happy I have been earning $ 60,000 returns from my $9,000 investment every 21days."
2270,I love blockchain.
2271,study material?
2272,It does two things first it make digital currency .<br><br>Second most important it removes Mahatma Gandhi ji's name  <br>If everyone start using digital currency there is no point of saying that Gandhi is our father of Nation <br>On books may be in the reality not all <br><br>Mind blowing strategy 🤲
2273,You are genius man ... love your content
2274,"I'm studying blockchain technology, now i can totally relate the objective of the subject"
2275,Thala taking 100 rupees 🤣🤣
2277,Change your background
2278,HDFC will not send 150 cr ICICI will send 150 cr if you sending 250 cr then why you will send 150cr again
2279,"In CDBC   what will the security behind ,like in cash  we got  gold"
2280,Amazing Video as Always
2281,Best explanation
2282,Where is the study material??
2283,One day think school will be bigger than rest of edu channels.
2284,Study Materials not attached
2285,where is the study material???
2286,Present Buddy♥<br>Thank you so much for your efforts both of you♥<br>Ye Dil Maange More♥
2287,"If they make use of a model with blockchain or decentralised network, then cryptocurrencies may soon come to an end. especially when said that there's no need to have a bank account to own a CBDC account."
2288,You have used tamil superstar Ajith’s photo 😮
2289,All are using cbdc without bank account. Will it do not have any adverse affect on banking sector
2290,Why are Indians using Zelda's currency?  Seems like Rupees would be hard to carry around.
2291,Study materials missing bro.<br>Please add it
2292,"I missed the premier today I thought it would be premiered on 8:00Pm as usual 😣, is timetable changed ?"
2293,Let us pray
2294,Meanwhile Congress: Modi does not want Indians to see the photo of Gandhi now.
2295,What do mean by Disaster ? Mentally challenged Think Tank....
2296,The govt has to provide smartphones to everyone 💁
2297,where are the study materials?
2298,Writing this comment while watching your video. Firstly a big thank you for putting up such knowledgeable videos and making them in a way even a layman can understand. Ever since I have started watching your videos.. geopolitics has become one of my favourites. A huge thank you @ThinkSchool 🙏🏻😀
2299,"Hey 1 small request from myside. I have seen Indians being to obsessed with socialism. Everyone is under the mindset that govt should do something instead of you know thinking of How to Improve things by themselves. So can you make a video on this. As part of the video, you can Explain the main problems with govt interference and Free Market Capitalism vs socialism. I think with respect to disadvantages of govt interference, you can take reference from Nobel Prize Winning Economist Milton Friedman. He has a whole Playlist related to this known as Free to Choose. I think you can use practical examples to explain about Free Markets, socialism and disadvantages with govt interference. You will get enough content for this IMO and this whole can be a series in and of itself. And I promise you watching Milton Friedmans videos will Enlighten you"
2300,"Sala harayana mein phir bhi 23% berozgari hai, itni economy badne pr"
2301,"Digital currency,digital banks,digital universities ,<br>Quantum computer ,Advance AI <br>is the future."
2302,Will this be a cryptocurrency?
2303,Either you hate or love but in present scenario no other government is better than BJP.
2304,Don't mis-understand it with crypto currency........<br>It's not decenterlized...it's fully controlled by RBI....
2305,"in simple words 1 CBDC =1 rupee physical coin/note , its just alternative to currency note"
2306,What happened to Hike messenger app?why it was closed ??<br>The rise and fall of hike
2307,Shoutout to you Ganesh sir😅
2308,Finally started.<br>The word Premieres is just like about to release show that much of the hype i feel right now and new things to learn eventually
2309,<b>Those who never missed single video of PD sir &amp; Ganesh sir till now are the experts in Geopolitics in there friends circle &amp; iam one among them</b> 😂🇮🇳
2310,Watch all your case studies...<br>Love From Pakistan 🇵🇰❤️
2311,You're late for one day
2312,"Hello my guide, <br>Torch bearer of my knowledge. With BJP in power we are seeing drastic changes in development.<br> Dear Left liberals may shout as they feel BJP is for Hindu but first accept the fact that the government has to answer the outer world in terms of innovation, technology and development.<br>So thinking about religion is immature and discussing further attracts your IMMATURE again."
2313,"Hey Team,<br>think School Telugu team hasn't posted any videos yet in the last 6 months.<br>It could be better as i would educate my parents who are not much aware of English"
2314,"Eagerly waiting for the Video, 90 min ahead of 8 om Anxiety much more than the trailer launch of big ones. It clearly tells what a content video you are posting.<br>generally Guys wait every week for episode launch of any series. True legends wait for the Think School team for the video. Just a big shout out for your genuineness."
2315,"I've been watching you since you made that cred video, I used to like your case study videos very much but from past few months you're not providing that much value and bussiness lessons. Only using political and international images as thumbnail and title , reviewing policies and forecasting upcoming events ain't providing any value near to those when we got company and brands case study. You're taking shortcut and only running after numbers rather than providing any value of greater significance. Hope you'll take this in consideration."
2316,"Always waiting for such exciting educational new videos , just subscribed a few weeks back.☺️"
2317,Was in   serious doubts because this is really a tough market but just got the headsup that Amazons announcement for <b>AMZP2X</b> invite hit the roads and that could maybe change the tables. I&#39;m going with it! Who&#39;s with me?
2318,"The inflation is real We are far very from the bottom, But we also need to talk about Amazons AWN27T as a gamechanger where we can avoid most of the losses. This is not a joke guys, this is the only chance this year gives!"
2319,"Excellent content. I used the last dip to stock up, buying AWN27T now its cheap, can&#39;t miss the presale."
2320,"New week up as many FOMO in. But the AWN27T story isn’t over yet. The only strat that works under all circumstances is DCA all the time with solid, large companies (not hyped ones)."
2321,"We have been on a recession since the beginning of 2022, but big media and governments all over the world didn’t want to admit it. We need to be wise and use our brains. Knowledge is power and I’d like all the family to be powerful! Just purchased some AWN27T thanks for keeping us informed during this times of doubt?"
2322,"Starting early is the best way of getting ahead to build wealth, investing remains a priority. The stock market has plenty of opportunities to earn a decent payouts, with the right skills and proper understanding of how the market works."
2323,Boys is it best to invest in AWN27T monthly or weekly? I'm thinking the fees will be higher if done weekly.
2324,"I will forever be indebted to you, you have changed my entire life and I will continue to preach on your name for the world&#39; to hear that you save me from huge financial debt with little investment thank you very much Expert Mrs... Clara"
2325,"Great video, Akshat. <br>My two cents... 1. RBI Concept Note on CBDC does outline the challenges that you highlighted, so clearly the govt. has deliberated on the risks and challenges, esp, related to the intermediation on the role of banks vis-a-vis credit.... and 2. The pilot has just been launched, which would hopefully help identify these and also flush out the inefficiencies. Mr. Rajan is a wise man, but the collective wisdom of the current govt is equally good. <br>Keep making such videos, as it&#39;s always nice to hear your point of view. Cheers!"
2326,"Hi, great analysis on CBDC. From where I am looking at it seems like the government is trying to eliminate physical cash from the economy. This also points to lesser instances of black cash getting stashed."
2327,"The main advantage as I understand is adding smart contracts to CBDC which prevents the misuse of subsidies/crop loans etc., For example, bank offers crop loan/AG Loan to farmers at a subsidized interest rate and this is getting credited to bank account or given in cash  this is being utilised in a wrong way i.e instead of using that money for agriculture purpose  they are using this for purchasing luxury items or childs education etc., i.e using it for anything other than agriculture (in most cases). So if smart contracts are introduced to CBDC this can be prevented. using smart contracts it can be programmed in such a way that it can be utilised for purchasing only to which its intended for . Please feel free to correct me incase of my above understanding is incorrect."
2328,Gov. Just found the recent crypto crash a way to introduce the CBDC so they could try and regulate the crypto world. And it is not just India plenty other countries are trying to introduce their form of CBDCs. The motto might be to control the crypto transactions and it might help tax those who have invested invested in Bitcoin and Etherium and other coins.
2329,Great analysis and Kudos to you for being honest in such difficult times! Initially I thought you are trying to sell CBDC but thanks for being rationale on such a sensitive topic. I hope the regime will not push it forcefully otherwise it will be Noteban 2.0.
2330,"I'm buying more US stocks.Taxes are crazy high! Save your taxes with TaxBuddy.Indian markets are expected to grow, check my Smallcases."
2331,"Our economy is in such a bad shape spending printed money  that&#39;s worth nothing . We have so much to pray about .. You&#39;ve helped me and my family With your advices imagine investing $ 1000 and receiving $ 8,350 in few days with Ms Ana this inflation has increased drastically investment is the best idea"
2332,worst policy I think so
2333,"UPI became successful only after opening Jan Dhan Bank account for each and every citizen till the ground level and implementing Demonetization after that, then after citizens forced to adopt this change and now it became a success story. Everything was well thought and planned."
2334,Thanks Akshay for touching and making us literate on topics which I think nobody covers. Your way of explaining things is great and best line is &quot; to cut the long story in short&quot; 😀..... Great work... Keep it up...
2335,"Hi Akshat, one thing I can think of is international trade. As of now, it is extremely complicated with nostro Vostro accounts and multiple banks. Instead, if we use CBDC of let us say US and India to do trade, we can cut out a lot of these middlemen. The central bank of each country is known to the central bank of every other country and hence the transactions have authority. Plus it will be faster, cheaper and more secure. We can also have DCs for different trading groups, like BRICS, ASEAN, QUAD etc. with weights for individual CBDCs and seamless conversion. Is it possible or just a pipe dream?"
2336,I think CBDC can help in international payments and might help vastro account process. <br>Some usages of it can’t be directly stated by govt officials but it can help strengthening the rupee in long run
2337,When Upi was introduced people also questioned it but everyone knows how upi helped us grow in a better way
2338,"Despite the economic downturn, I&#39;m happy ☺️. I have been earning $60,200 returns from my $10,000 investment every 13 days"
2339,"I&#39;m done sitting tight for the award advance since i acquire$23,000 every 12 days of my investment."
2340,this is the only video which covers disadvantages too
2341,"Pardon me if I am being naive. In my view the banks will continue to do their business - they will continue to credit people&#39;s salaries, they will continue to lend, borrow and so on. Not clear why this feeling of threat from RBI. May be I am oversimplifying- at least for starters, CBDC is a good idea to replace paper currency  not entirely though. I doubt RBI would want to replace the banking system as a whole! That&#39;s infeasible even if they wished. It&#39;s much better bossing the banks around than doing their job!!"
2342,I think the main advantage could be like paying from e-wallet to e-wallet without involving any banks. 👍
2343,"I am quite impressed to see people talk about the best market trader, I have been a client of his for over a year and I can attest to his professionalism. Most of my trades are successful with his assistance. He is an apt and transparent trader."
2344,"Nowadays, many medium sized shops are not accepting visa or MasterCard and accept only UPI <br><br>Who would&#39;ve thought? 😄"
2345,One benefit of CBDC could be to tag the currency with government welfare schemes and let that tagged currency be used only for the earmarked scheme. This way govt can prevent abuse of money allocated through such schemes.<br><br>For ex: Rs100 that is given by govt to a poor citizen to buy ration from PDS shop will be used only for that purpose and the citizen can be restricted to not use that currency for any other purpose.
2346,Cbdc is like a single ledger framework. It’s supposed to provide real-time transaction in books and enabling smooth syncing of commercial bank and rbi ledgers. There’s is small chance that it can help countries to by pass the swift system if the frameworks are similar for two countries.
2347,HI Akshat - I don’t think RBI CBDC is directly managed and issued by RBI. This is done through intermediary banks. You can read the RBI circular on 29 Nov. <br>Agree that there are no major advantages seen from a retail perspective. Thanks for simplifying the concept of CBDC
2348,"Hi Akshat! There&#39;s one thing I would like to know. Are these CBDCs uniquely traceable? If so, then a unit specific ownership history could be made. This could allow us to identify illicit transactions. Thus discouraging and reducing such transactions."
2349,The main advantage of CBDC is to facilitate transaction when there is no internet. This could help in rural areas where there is no internet connectivity to avail direct benefits transfer
2350,"Hi Akshat, my knowledge of CBDC is all from this video, but here&#39;s the benefit I see:<br><br>Since this system skips the layer of private banks during transactions, this will bring enormous transparency and accountability on transactions.<br><br>Think about the following:<br>- Tax transparency<br>- Debt / Loan transparency<br>- International transactions accountability (funding of terror and / or black money)<br><br>Also, since CBDC is a blockchain network (centralised, but anyway) it can also make eRupi an alternative for blockchain applications / businesses to use instead of Bitcoin and Ethereum. Although, Polygon or other blockchains might be a better choice at the moment, but it&#39;s the first initiative by Govt in the blockchain space and with time it might actually evolve into a viable option.<br><br>It mostly benefits the government, but I don&#39;t consider the &quot;janta&quot; to be separate from the government. I don&#39;t think this a zero sum game between government and the masses.<br><br>Again I am not sure about how it works and if these benefits will ever occur, but this is what I can see right now"
2351,Very bold and honest opinion brother...this requires courage..thank u for insights...God bless you 🙏🙏
2352,Bro Black Money Will Reduce <br><br>Digital Rupee Will Save Money That They Print
2353,"Solid video and thanks for breaking it down... Despite the economic downturn, I&#39;m happy I&#39;ve been earning 12,600$ from my 2,000$ investment every 9 days"
2354,"I don&#39;t know but when the whole world is trying to adopt and create their own digital currency  it is further refined and develops the block chain technology which is further used for multiple applications...i&#39;m not certain but RBI is always face problems to tackle inflation when RBI do operation regarding inflation curbing the commercial banks ignore or bent the guidelines, so might be possible that Rbi is concentrating more power ."
2355,The interest thing can be changed by listing the erupi in stock markets and bonds and etfs but you are right it will reduce earning potential of the banks
2356,"Super akshat... Nice, crisp n to point video.. Very Informative and easy to understand... Take a like🙂"
2357,"If it allows government to crush certain communities, all the more reason to implement it."
2358,"Comparing Chinese Muslims problem with CBDC was really stupid <br>When we have technology where no middleman (banks) are required, why to give chance of any manipulation. <br>Corruption is eating the whole country from years and with small reasons now people shall be given chance to do anything they want.<br>Anyways RBI already collects data from the banks with information system which is mandatory for banks to provide."
2359,One of the reasons why I think the government n RBI is pushing it is to remove the intermediaries n for the transfer of money for direct benefit transfers n also to give various subsidies as its a pre programmable money. So yeah I hope it brings the efficiency that the system needs.
2360,Till now  the govt has taken many useless decisions like demonetization &amp; now cbdc is good to be one of them😂
2361,"I strongly agree on the disadvantages of CBDC you mentioned din video. As earlier there wee phone banking came into existence and mostly politicians and higher bank authorities misused it, I think none form the public were actually avialing it. Seems this is just a experiment to minimize the hard cash uses in market and minimize the corruption."
2362,"A benefit is that maintaining UPI is costly and govt has to pay the banks for transactions, CBDC will be a direct transfer so the maintaining cost will be very low"
2363,"Short summary:<br>1. CBDC is an electronic version of rupee<br>2. CBDC is deployed on a blockchain and have a centralized ledger<br>3. No functional difference between making a payment by CBDC and UPI<br>4. CBDC seems to act in a way to empower governments more and take away power from banks<br>5. CBDC has no interest component. Better to keep money in bank to earn interest<br>6. CBDC is not designed properly and even the government is not able to properly lay out it&#39;s benefits<br><br>I guess government just wants more power over the money of the common man. They want lesser amounts of money to be left untracked via physical format, so that they leave no stone unturned for taxation. On the other hand, maintaining a centralized ledger would help people in power to e̶x̶p̶l̶o̶i̶t̶ fight corruption more 🙂 See? Win win situation for the nation 🙂"
2364,"thank you so much, it was really helpful."
2365,Digital Rupee won’t change anything right now but in future it might help Govt to track black money if adopted on wide scale
2366,"Blind rush to technology will lead to disaster.<br>First,all the adhaar cards of dead be deactivated. A life certificate every six months is necessary. Any account without living certificate should be blocked.There are chances of benami and dummy accounts hiding black money.<br>Some food for the government before doing gaga under technology.<br>Best known fact is no bank spends on security,also the government.Block chain will make it difficult to trace the identity.<br>Its easy for RBI to declare policy to save the banks and execute the customer for the system fault.All like MALLAYA AND MODI WILL BE AWAY FROM THE COUNTRY."
